text
"Section containing a tabular reflection pattern presenting low amplitude, high noise and high frequency."
"Subsurface representation featuring continuous horizontal reflections with high frequency, high noise and low amplitude."
"A section of a tabular reflection pattern presenting low amplitude, high noise and high frequency."
"Seismic model with continuous horizontal reflections of low amplitude, high frequency and high noise."
A subsurface representation with chaotic internal geometry of low amplitude and high frequency.
A slice with chaotic reflections of low amplitude and high frequency.
Subsurface model exhibiting an undefined seismic structure of high frequency and low amplitude.
A slice featuring internal structuraly disturbed reflexions with low amplitude and high frequency.
A section of a chaotic pattern of high frequency and low amplitude.
A subsurface representation containing chaotic internal geometry with high frequency and low amplitude.
A subsurface model exhibiting chaotic reflections presenting high frequency and low amplitude.
A 2D section exhibiting undefined internal geometry of low amplitude and high frequency.
2D subsurface model exhibiting undefined internal geometry with low amplitude and high frequency.
Low amplitude and high frequency 2D section presenting an undefined seismic structure.
A 2D subsurface model characterized by an undefined seismic structure with high frequency and low amplitude.
Seismic image exhibiting internal structuraly disturbed reflexions presenting high frequency and low amplitude.
"A 2D seismic model presenting a parallel geometry with high noise, high frequency and low amplitude."
"A seismic image characterized by a tabular reflection pattern of high frequency, low amplitude and high noise."
A seismic model presenting a chaotic pattern of low amplitude and high frequency.
A 2D section of chaotic internal geometry of low amplitude and high frequency.
Seismic image containing undefined internal geometry with high frequency and low amplitude.
Low amplitude and high frequency 2D subsurface model of internal structuraly disturbed reflexions.
A 2D section of undefined internal geometry presenting high frequency and low amplitude.
Seismic section featuring chaotic internal geometry with high frequency and low amplitude.
"Slice containing diverging seismic pattern with high frequency, low noise and low amplitude."
"A subsurface representation characterized by differentially dipping reflectors with low amplitude, low noise and high frequency."
"A seismic image presenting flaring reflection geometry presenting high frequency, low noise and low amplitude."
"A 2D seismic model of a fanning reflection geometry with low amplitude, low noise and high frequency."
2D seismic model exhibiting chaotic internal geometry of low amplitude.
Seismic section featuring chaotic reflections of low amplitude.
A seismic image exhibiting a chaotic pattern of low amplitude.
Slice featuring an undefined seismic structure presenting low amplitude.
A seismic image presenting chaotic reflections with low amplitude.
Low amplitude seismic image of chaotic reflections.
A low amplitude subsurface representation presenting chaotic reflections.
"A seismic image containing a clinoform of low amplitude, high frequency and low noise."
"A 2D seismic model containing forward-prograding geometry with low amplitude, high frequency and low noise."
"Subsurface model containing a sigmoidal clinoform set of low noise, high frequency and low amplitude."
"2D seismic model featuring progradational geometry presenting low amplitude, high frequency and low noise."
"2D subsurface model exhibiting forward-prograding geometry presenting high frequency, low noise and low amplitude."
"Low amplitude, high frequency and low noise seismic section containing progradational geometry."
"2D subsurface model of an oblique clinoform pattern with high frequency, low noise and low amplitude."
"A 2D seismic model presenting a divergent bedform geometry of low noise, low amplitude and high frequency."
"A section containing divergent foreset reflections presenting low amplitude, low noise and high frequency."
"High frequency, low noise and low amplitude 2D subsurface model exhibiting a divergent bedform geometry."
Section containing internal structuraly disturbed reflexions presenting high frequency and low amplitude.
A section of an undefined seismic structure of high frequency and low amplitude.
2D seismic model of an undefined seismic structure with low amplitude and high frequency.
Subsurface model of internal structuraly disturbed reflexions with high frequency and low amplitude.
"Seismic model of forward-prograding geometry presenting low noise, high frequency and low amplitude."
"2D seismic model characterized by an oblique clinoform pattern with low noise, high frequency and low amplitude."
"High frequency, low noise and low amplitude seismic section exhibiting an oblique clinoform pattern."
"A slice presenting progradational geometry of low noise, low amplitude and high frequency."
"A seismic section characterized by progradational geometry presenting low noise, low amplitude and high frequency."
"2D subsurface model with a sigmoid with low noise, low amplitude and high frequency."
"A 2D section with a sigmoid presenting low noise, high frequency and low amplitude."
2D section with divergent foreset reflections.
A seismic section presenting a spreading stratigraphic unit presenting.
A seismic image featuring a divergent bedform geometry of.
A seismic section presenting differentially dipping reflectors with.
A 2D seismic model presenting thickening wedge pattern of.
A seismic image exhibiting differentially dipping reflectors of.
"Low amplitude, low noise and high frequency subsurface model characterized by a sigmoid."
"Subsurface representation of a sigmoid presenting low amplitude, low noise and high frequency."
"A low noise, low amplitude and high frequency 2D section of a sigmoidal clinoform set."
"Subsurface representation of a sigmoidal clinoform set presenting low noise, high frequency and low amplitude."
"A seismic image characterized by progradational geometry with high frequency, low noise and low amplitude."
"A 2D section presenting a sigmoidal clinoform set with low amplitude, high frequency and low noise."
"A seismic model of differentially dipping reflectors with low amplitude, high frequency and low noise."
"High frequency, low noise and low amplitude slice presenting divergent foreset reflections."
"A low noise, high frequency and low amplitude section of a divergent bedform geometry."
A 2D subsurface model presenting a fanning reflection geometry of.
A seismic image with thickening wedge pattern with.
A slice featuring a divergent bedform geometry with.
A slice characterized by a divergent bedform geometry of.
A 2D section exhibiting differentially dipping reflectors.
A 2D section with thickening wedge pattern presenting.
"A subsurface model characterized by a parallel geometry presenting high frequency, high noise and low amplitude."
"Subsurface representation presenting a parallel geometry presenting high frequency, high noise and low amplitude."
"2D subsurface model with a parallel geometry of high noise, high frequency and low amplitude."
"A low amplitude, high frequency and low noise seismic section with a divergent bedform geometry."
"Slice with differentially dipping reflectors with low amplitude, high frequency and low noise."
"A 2D seismic model with a spreading stratigraphic unit with low amplitude, high frequency and low noise."
A section exhibiting chaotic reflections presenting low amplitude and high frequency.
A seismic model with undefined internal geometry with high frequency and low amplitude.
High frequency and low amplitude 2D section containing undefined internal geometry.
A seismic model containing chaotic reflections of high frequency and low amplitude.
"High noise, low amplitude and high frequency seismic image containing laterally uniform bedding."
"Section characterized by a planar geometry with low amplitude, high noise and high frequency."
"High frequency, low amplitude and high noise seismic image featuring laterally uniform bedding."
"2D seismic model characterized by a parallel-bedded strata of low amplitude, high noise and high frequency."
"A 2D section characterized by a tabular reflection pattern of high noise, low amplitude and high frequency."
2D subsurface model exhibiting divergent foreset reflections of.
2D seismic model with a divergent bedform geometry.
A seismic model with a spreading stratigraphic unit with.
Subsurface representation characterized by divergent foreset reflections presenting.
"A seismic model characterized by forward-prograding geometry of low amplitude, low noise and high frequency."
"2D subsurface model exhibiting a clinoform of low noise, high frequency and low amplitude."
"A low amplitude, low noise and high frequency subsurface model containing a sigmoid."
"Seismic section characterized by an uniform layering pattern presenting low amplitude, high noise and high frequency."
"A 2D seismic model of continuous horizontal reflections with high frequency, high noise and low amplitude."
"A seismic image characterized by an horizontally layered sequence with high frequency, high noise and low amplitude."
"A section characterized by a parallel-bedded strata presenting high noise, low amplitude and high frequency."
"A 2D section of an horizontally layered sequence of low amplitude, high noise and high frequency."
"2D section characterized by an horizontally layered sequence presenting high frequency, low amplitude and high noise."
A low amplitude and high frequency section with internal structuraly disturbed reflexions.
Seismic model with chaotic internal geometry with low amplitude and high frequency.
Section containing undefined internal geometry presenting high frequency and low amplitude.
A 2D section with a chaotic pattern of low amplitude and high frequency.
A low amplitude and high frequency 2D subsurface model exhibiting chaotic reflections.
A slice exhibiting chaotic internal geometry of high frequency and low amplitude.
"A seismic image presenting concordant seismic layering presenting low amplitude, high frequency and high noise."
"High noise, low amplitude and high frequency seismic image with an horizontally layered sequence."
"A seismic section presenting a parallel-bedded strata of high frequency, low amplitude and high noise."
"2D seismic model exhibiting an uniform layering pattern with high frequency, high noise and low amplitude."
"A high frequency, high noise and low amplitude 2D section characterized by a planar geometry."
"A 2D seismic model featuring a planar geometry of low amplitude, high frequency and high noise."
"Subsurface representation exhibiting a parallel-bedded strata with high frequency, low amplitude and high noise."
"A 2D section exhibiting a tabular reflection pattern presenting high frequency, high noise and low amplitude."
"Slice featuring a parallel geometry presenting high noise, high frequency and low amplitude."
"A subsurface representation featuring an uniform layering pattern presenting high noise, high frequency and low amplitude."
"A high noise, high frequency and low amplitude subsurface model presenting an horizontally layered sequence."
A slice featuring a chaotic pattern with high frequency and low amplitude.
Section containing a chaotic pattern with high frequency and low amplitude.
Seismic image with chaotic internal geometry with high frequency and low amplitude.
A 2D seismic model featuring chaotic reflections with high frequency and low amplitude.
"A seismic model featuring a sigmoidal clinoform set with low noise, high frequency and low amplitude."
"A seismic image of an oblique clinoform pattern of high frequency, low amplitude and low noise."
"A section presenting forward-prograding geometry presenting low amplitude, high frequency and low noise."
"A seismic section exhibiting an oblique clinoform pattern of low amplitude, high frequency and low noise."
"A 2D subsurface model with a sigmoid presenting low amplitude, low noise and high frequency."
"A seismic image presenting a sigmoidal clinoform set with low amplitude, high frequency and low noise."
"A 2D section with forward-prograding geometry with low amplitude, low noise and high frequency."
A 2D section of a divergent bedform geometry with.
Section of divergent foreset reflections.
2D seismic model with thickening wedge pattern presenting.
A subsurface model with a divergent bedform geometry with.
A seismic model characterized by a divergent bedform geometry with.
2D seismic model characterized by diverging seismic pattern of.
A 2D subsurface model containing divergent foreset reflections with.
A 2D seismic model containing a divergent bedform geometry presenting.
A slice characterized by flaring reflection geometry with.
A section of differentially dipping reflectors presenting.
2D seismic model of a fanning reflection geometry presenting.
Subsurface representation exhibiting a divergent bedform geometry with.
A 2D section presenting differentially dipping reflectors with.
Seismic model exhibiting a divergent bedform geometry.
A 2D section presenting flaring reflection geometry presenting.
A subsurface model characterized by differentially dipping reflectors presenting.
A slice exhibiting a fanning reflection geometry.
Seismic image featuring flaring reflection geometry with.
A slice with chaotic reflections presenting low amplitude and high frequency.
A 2D section containing internal structuraly disturbed reflexions with low amplitude and high frequency.
2D seismic model exhibiting undefined internal geometry of high frequency and low amplitude.
A seismic image presenting chaotic internal geometry presenting low amplitude and high frequency.
Low amplitude and high frequency subsurface representation exhibiting chaotic internal geometry.
A section exhibiting a chaotic pattern of high frequency and low amplitude.
Seismic image featuring chaotic reflections with high frequency and low amplitude.
A subsurface representation presenting internal structuraly disturbed reflexions of high frequency and low amplitude.
A low amplitude and high frequency section of undefined internal geometry.
A slice exhibiting chaotic reflections with low amplitude and high frequency.
"A slice presenting a parallel-laminated unit presenting low amplitude, high noise and high frequency."
"A 2D seismic model exhibiting a parallel geometry with high frequency, low amplitude and high noise."
"A slice containing a parallel-bedded strata presenting high noise, low amplitude and high frequency."
"Seismic model containing continuous horizontal reflections with high frequency, low amplitude and high noise."
"High frequency, low noise and low amplitude section with divergent foreset reflections."
"Subsurface representation with thickening wedge pattern with low noise, low amplitude and high frequency."
"A 2D seismic model presenting flaring reflection geometry presenting low amplitude, high frequency and low noise."
"High frequency, low noise and low amplitude 2D seismic model characterized by a fanning reflection geometry."
"A section presenting a fanning reflection geometry with high frequency, low amplitude and low noise."
"Low amplitude, high frequency and low noise seismic section of a spreading stratigraphic unit."
"A 2D section of a spreading stratigraphic unit of low noise, high frequency and low amplitude."
2D section featuring an undefined seismic structure presenting low amplitude.
2D section with chaotic reflections presenting low amplitude.
A subsurface representation featuring undefined internal geometry of low amplitude.
A subsurface representation presenting chaotic internal geometry presenting low amplitude.
2D subsurface model featuring undefined internal geometry of low amplitude.
2D section of flaring reflection geometry of.
A slice containing a divergent bedform geometry.
A subsurface model containing flaring reflection geometry with.
Slice exhibiting thickening wedge pattern.
A seismic section exhibiting thickening wedge pattern with.
A section of thickening wedge pattern.
"2D subsurface model characterized by laterally uniform bedding of high noise, low amplitude and high frequency."
"A high frequency, low amplitude and high noise seismic model characterized by a parallel geometry."
"A subsurface model characterized by a parallel geometry of high frequency, high noise and low amplitude."
"A subsurface representation exhibiting an horizontally layered sequence with low amplitude, high noise and high frequency."
"A section presenting a parallel geometry presenting high frequency, high noise and low amplitude."
"High noise, high frequency and low amplitude subsurface representation featuring a parallel geometry."
"A seismic section featuring progradational geometry presenting low amplitude, low noise and high frequency."
"Low noise, low amplitude and high frequency seismic model presenting a clinoform."
"Low amplitude, high frequency and low noise 2D subsurface model containing a sigmoid."
"Seismic model exhibiting a clinoform of low amplitude, low noise and high frequency."
"A high frequency, low amplitude and low noise subsurface model characterized by a clinoform."
"A subsurface representation containing forward-prograding geometry of high frequency, low noise and low amplitude."
"2D section containing a sigmoidal clinoform set with low amplitude, high frequency and low noise."
A section presenting an undefined seismic structure of high frequency and low amplitude.
A section presenting chaotic reflections presenting high frequency and low amplitude.
Seismic image of chaotic internal geometry presenting low amplitude and high frequency.
A 2D section exhibiting a fanning reflection geometry with.
2D section characterized by thickening wedge pattern of.
2D section of divergent foreset reflections with.
Seismic model exhibiting divergent foreset reflections of.
2D seismic model characterized by diverging seismic pattern of.
Seismic image of thickening wedge pattern presenting.
"A low amplitude, high noise and high frequency seismic section of continuous horizontal reflections."
"A 2D seismic model featuring a parallel-laminated unit presenting low amplitude, high noise and high frequency."
"2D seismic model featuring a parallel geometry presenting high noise, low amplitude and high frequency."
A 2D subsurface model containing divergent foreset reflections.
A seismic section presenting flaring reflection geometry.
Seismic image characterized by flaring reflection geometry presenting.
Seismic section presenting a fanning reflection geometry presenting.
A subsurface model with divergent foreset reflections of.
Section characterized by diverging seismic pattern.
"A 2D subsurface model with a sigmoidal clinoform set of high frequency, low noise and low amplitude."
"A seismic image featuring a clinoform with low amplitude, low noise and high frequency."
"Section characterized by a sigmoidal clinoform set presenting low amplitude, low noise and high frequency."
"A seismic image characterized by an oblique clinoform pattern of high frequency, low noise and low amplitude."
"A section of an oblique clinoform pattern with low amplitude, high frequency and low noise."
"High frequency, low amplitude and low noise section characterized by an oblique clinoform pattern."
"A subsurface representation of forward-prograding geometry of high frequency, low amplitude and low noise."
A low amplitude and high frequency section featuring a chaotic pattern.
A subsurface representation with undefined internal geometry of high frequency and low amplitude.
Low amplitude and high frequency 2D subsurface model with chaotic internal geometry.
A low amplitude and high frequency 2D seismic model containing undefined internal geometry.
A 2D seismic model containing chaotic internal geometry presenting high frequency and low amplitude.
Subsurface representation with a chaotic pattern of low amplitude and high frequency.
A seismic image exhibiting an undefined seismic structure with low amplitude and high frequency.
A 2D seismic model exhibiting undefined internal geometry with low amplitude and high frequency.
Low amplitude and high frequency 2D subsurface model with chaotic reflections.
2D subsurface model of chaotic internal geometry of low amplitude and high frequency.
Seismic section presenting a chaotic pattern presenting high frequency and low amplitude.
A 2D section containing flaring reflection geometry.
A subsurface model presenting a spreading stratigraphic unit.
A slice featuring a fanning reflection geometry presenting.
Subsurface representation presenting thickening wedge pattern.
2D section containing diverging seismic pattern of.
A section exhibiting diverging seismic pattern of.
A 2D subsurface model of differentially dipping reflectors of.
"2D subsurface model exhibiting a divergent bedform geometry with low amplitude, low noise and high frequency."
"Seismic image exhibiting flaring reflection geometry of high frequency, low noise and low amplitude."
"A seismic image featuring differentially dipping reflectors presenting low amplitude, low noise and high frequency."
"A high noise, high frequency and low amplitude 2D seismic model characterized by a parallel-laminated unit."
"High noise, high frequency and low amplitude seismic image of continuous horizontal reflections."
"A low noise, high frequency and low amplitude seismic model containing a sigmoid."
"2D subsurface model presenting a clinoform of low amplitude, low noise and high frequency."
"A low amplitude, high frequency and low noise seismic section featuring forward-prograding geometry."
"A low amplitude, low noise and high frequency subsurface representation with a sigmoid."
Seismic image with a spreading stratigraphic unit presenting.
2D seismic model of a fanning reflection geometry with.
A section with diverging seismic pattern of.
Section characterized by thickening wedge pattern.
2D seismic model containing a fanning reflection geometry of.
A seismic section presenting diverging seismic pattern.
Seismic section exhibiting thickening wedge pattern.
"A subsurface representation containing forward-prograding geometry of high frequency, low noise and low amplitude."
"A subsurface model exhibiting progradational geometry of high frequency, low noise and low amplitude."
"Slice presenting a sigmoid presenting low noise, high frequency and low amplitude."
"A subsurface model exhibiting forward-prograding geometry with high frequency, low noise and low amplitude."
"Low amplitude, low noise and high frequency seismic section featuring a sigmoidal clinoform set."
"A seismic section containing forward-prograding geometry presenting high frequency, low noise and low amplitude."
"Low amplitude, high frequency and low noise section exhibiting an oblique clinoform pattern."
"Seismic section characterized by a parallel-laminated unit with high frequency, high noise and low amplitude."
"2D subsurface model featuring a parallel geometry of high frequency, high noise and low amplitude."
"2D section with a parallel geometry with low amplitude, high frequency and high noise."
"A subsurface representation containing a parallel-laminated unit with high noise, high frequency and low amplitude."
"A high noise, high frequency and low amplitude seismic section characterized by concordant seismic layering."
"A 2D subsurface model with a parallel-bedded strata presenting high noise, high frequency and low amplitude."
"Section presenting progradational geometry of high frequency, low noise and low amplitude."
"Seismic image with forward-prograding geometry presenting high frequency, low noise and low amplitude."
"A high frequency, low noise and low amplitude slice presenting an oblique clinoform pattern."
"High frequency, low noise and low amplitude 2D section featuring a sigmoidal clinoform set."
"A 2D seismic model featuring an oblique clinoform pattern presenting low noise, low amplitude and high frequency."
"Section characterized by a sigmoidal clinoform set with low amplitude, high frequency and low noise."
"A 2D seismic model with progradational geometry of low amplitude, low noise and high frequency."
"A subsurface model exhibiting a sigmoid with low noise, low amplitude and high frequency."
"A low noise, low amplitude and high frequency subsurface model containing an oblique clinoform pattern."
"A 2D section exhibiting a clinoform presenting low amplitude, high frequency and low noise."
"Seismic section featuring an oblique clinoform pattern with low amplitude, low noise and high frequency."
"A seismic image with progradational geometry with low amplitude, high frequency and low noise."
"2D subsurface model with a sigmoid of low amplitude, low noise and high frequency."
"Seismic image with an oblique clinoform pattern of high frequency, low amplitude and low noise."
"High frequency, low amplitude and low noise seismic section exhibiting progradational geometry."
"A seismic model containing a sigmoidal clinoform set presenting high frequency, low noise and low amplitude."
"Subsurface model presenting a sigmoidal clinoform set presenting high frequency, low noise and low amplitude."
"Low noise, low amplitude and high frequency section with a sigmoidal clinoform set."
"A seismic section presenting a sigmoid with high frequency, low amplitude and low noise."
"Low noise, low amplitude and high frequency 2D subsurface model presenting a clinoform."
A 2D seismic model of a fanning reflection geometry.
A subsurface representation with a fanning reflection geometry presenting.
A seismic section with a spreading stratigraphic unit of.
"Section featuring an oblique clinoform pattern with high frequency, low noise and low amplitude."
"A low amplitude, low noise and high frequency subsurface model presenting a sigmoid."
"Subsurface representation characterized by an oblique clinoform pattern with low noise, high frequency and low amplitude."
"Seismic model with a sigmoidal clinoform set presenting high frequency, low noise and low amplitude."
"A 2D subsurface model presenting a sigmoidal clinoform set with high frequency, low amplitude and low noise."
"A subsurface model containing diverging seismic pattern with low amplitude, high frequency and low noise."
"A 2D seismic model of diverging seismic pattern with low noise, high frequency and low amplitude."
Subsurface representation featuring a spreading stratigraphic unit of.
Subsurface model presenting divergent foreset reflections of.
Seismic model of a fanning reflection geometry.
A subsurface representation presenting a spreading stratigraphic unit with.
"Seismic model presenting concordant seismic layering of high frequency, high noise and low amplitude."
"A seismic image with laterally uniform bedding presenting high noise, low amplitude and high frequency."
"A seismic image containing concordant seismic layering presenting high frequency, high noise and low amplitude."
"Section exhibiting a parallel-laminated unit of high frequency, high noise and low amplitude."
"A 2D seismic model exhibiting a parallel geometry presenting high frequency, low amplitude and high noise."
"Low amplitude, high noise and high frequency 2D seismic model of concordant seismic layering."
"A high noise, low amplitude and high frequency 2D section characterized by a planar geometry."
"Low amplitude, high noise and high frequency seismic model with a parallel-laminated unit."
"A high noise, high frequency and low amplitude 2D seismic model characterized by a tabular reflection pattern."
"A high noise, high frequency and low amplitude 2D section characterized by a tabular reflection pattern."
"Section of a planar geometry presenting low amplitude, high frequency and high noise."
"High frequency, low amplitude and high noise subsurface representation featuring laterally uniform bedding."
A seismic section presenting chaotic reflections presenting high frequency and low amplitude.
A low amplitude and high frequency seismic image exhibiting chaotic internal geometry.
A low amplitude and high frequency slice characterized by internal structuraly disturbed reflexions.
Subsurface representation of a chaotic pattern of high frequency and low amplitude.
A slice featuring chaotic reflections of low amplitude and high frequency.
A seismic image presenting chaotic reflections presenting low amplitude and high frequency.
A seismic model presenting internal structuraly disturbed reflexions presenting low amplitude and high frequency.
A 2D subsurface model with chaotic reflections presenting high frequency and low amplitude.
Seismic model with a chaotic pattern presenting high frequency and low amplitude.
A high frequency and low amplitude seismic image featuring undefined internal geometry.
A high frequency and low amplitude slice featuring internal structuraly disturbed reflexions.
"A seismic section characterized by an oblique clinoform pattern with high frequency, low noise and low amplitude."
"A seismic section of forward-prograding geometry presenting low amplitude, low noise and high frequency."
"Seismic section presenting a sigmoidal clinoform set presenting low noise, low amplitude and high frequency."
"A seismic image characterized by a clinoform presenting high frequency, low amplitude and low noise."
A 2D subsurface model with internal structuraly disturbed reflexions presenting low amplitude and high frequency.
A 2D seismic model with chaotic reflections with high frequency and low amplitude.
High frequency and low amplitude section containing chaotic reflections.
Seismic section exhibiting a chaotic pattern of high frequency and low amplitude.
A 2D seismic model presenting chaotic internal geometry with low amplitude and high frequency.
Section of a fanning reflection geometry presenting.
A 2D subsurface model with thickening wedge pattern.
2D section with divergent foreset reflections presenting.
A seismic section presenting differentially dipping reflectors of.
A subsurface model presenting thickening wedge pattern of.
A seismic image containing a spreading stratigraphic unit with.
A slice characterized by a divergent bedform geometry presenting.
A 2D seismic model presenting differentially dipping reflectors presenting.
A slice exhibiting a spreading stratigraphic unit of.
A seismic model presenting a divergent bedform geometry with.
Subsurface representation containing a spreading stratigraphic unit with.
A 2D subsurface model with a fanning reflection geometry of.
A subsurface model with flaring reflection geometry with.
2D section containing flaring reflection geometry of.
"Low noise, low amplitude and high frequency seismic model characterized by flaring reflection geometry."
"2D subsurface model containing diverging seismic pattern presenting low noise, low amplitude and high frequency."
"Slice exhibiting divergent foreset reflections with low amplitude, low noise and high frequency."
"A section exhibiting a divergent bedform geometry presenting high frequency, low noise and low amplitude."
"Seismic section containing flaring reflection geometry presenting high frequency, low noise and low amplitude."
"A subsurface model exhibiting differentially dipping reflectors presenting low amplitude, low noise and high frequency."
"Seismic section of a fanning reflection geometry with high frequency, low amplitude and low noise."
A 2D seismic model containing internal structuraly disturbed reflexions of low amplitude and high frequency.
A high frequency and low amplitude seismic section with chaotic internal geometry.
Seismic section characterized by chaotic reflections presenting low amplitude and high frequency.
A high frequency and low amplitude seismic model with undefined internal geometry.
A seismic image of a chaotic pattern presenting low amplitude and high frequency.
A 2D seismic model containing undefined internal geometry with low amplitude and high frequency.
Section characterized by an undefined seismic structure with low amplitude and high frequency.
"A subsurface representation presenting a sigmoidal clinoform set presenting low noise, low amplitude and high frequency."
"A section exhibiting forward-prograding geometry with low noise, high frequency and low amplitude."
"2D section with forward-prograding geometry presenting high frequency, low noise and low amplitude."
"Section characterized by a sigmoid presenting low amplitude, low noise and high frequency."
"A seismic image with a clinoform with low noise, low amplitude and high frequency."
A subsurface representation characterized by chaotic reflections with low amplitude.
A 2D seismic model exhibiting chaotic internal geometry of low amplitude.
2D seismic model containing an undefined seismic structure of low amplitude.
A 2D section presenting undefined internal geometry presenting low amplitude.
A 2D section containing chaotic reflections of low amplitude.
A low amplitude subsurface representation presenting an undefined seismic structure.
Subsurface model exhibiting an undefined seismic structure with high frequency and low amplitude.
Seismic section exhibiting undefined internal geometry presenting low amplitude and high frequency.
A seismic model exhibiting a divergent bedform geometry with.
A slice presenting divergent foreset reflections.
A seismic model featuring a fanning reflection geometry of.
A 2D subsurface model exhibiting divergent foreset reflections of.
A slice featuring flaring reflection geometry of.
2D seismic model featuring a divergent bedform geometry of.
Subsurface representation of thickening wedge pattern presenting.
A 2D seismic model characterized by chaotic reflections with low amplitude and high frequency.
Low amplitude and high frequency slice presenting undefined internal geometry.
A subsurface model exhibiting undefined internal geometry with low amplitude and high frequency.
2D section presenting internal structuraly disturbed reflexions of high frequency and low amplitude.
A section exhibiting a chaotic pattern with high frequency and low amplitude.
A slice of a divergent bedform geometry presenting.
Subsurface representation presenting flaring reflection geometry with.
2D seismic model presenting a spreading stratigraphic unit with.
A seismic model of a divergent bedform geometry with.
A section presenting differentially dipping reflectors with.
"A 2D subsurface model of progradational geometry presenting low amplitude, high frequency and low noise."
"A seismic section of progradational geometry of low amplitude, high frequency and low noise."
2D subsurface model with flaring reflection geometry with.
Seismic section exhibiting a spreading stratigraphic unit of.
Seismic image with a spreading stratigraphic unit of.
Seismic section with diverging seismic pattern.
2D seismic model with a fanning reflection geometry.
2D subsurface model with an undefined seismic structure presenting high frequency and low amplitude.
A high frequency and low amplitude 2D subsurface model characterized by a chaotic pattern.
Subsurface model containing chaotic reflections presenting low amplitude and high frequency.
A seismic image of a chaotic pattern with low amplitude and high frequency.
2D section exhibiting chaotic internal geometry presenting high frequency and low amplitude.
"Slice of a clinoform with low amplitude, low noise and high frequency."
"A low noise, high frequency and low amplitude slice with a sigmoidal clinoform set."
"Slice with forward-prograding geometry of low amplitude, low noise and high frequency."
"A seismic image presenting a sigmoidal clinoform set of low amplitude, high frequency and low noise."
"Subsurface model exhibiting forward-prograding geometry presenting low noise, high frequency and low amplitude."
"Seismic section characterized by a sigmoid with low amplitude, high frequency and low noise."
"Low amplitude, low noise and high frequency 2D subsurface model presenting a sigmoid."
"A 2D section characterized by a clinoform with low amplitude, low noise and high frequency."
"Subsurface representation of progradational geometry of low amplitude, low noise and high frequency."
"A seismic section containing an horizontally layered sequence presenting high noise, low amplitude and high frequency."
"A high frequency, low amplitude and high noise seismic model with a parallel-bedded strata."
"A high frequency, low amplitude and high noise subsurface representation containing a parallel geometry."
A 2D section characterized by diverging seismic pattern presenting.
A seismic model featuring flaring reflection geometry with.
A 2D seismic model characterized by a fanning reflection geometry with.
Subsurface representation containing divergent foreset reflections presenting.
Seismic image exhibiting divergent foreset reflections presenting.
Section featuring thickening wedge pattern with.
A seismic model with diverging seismic pattern presenting.
Seismic section of chaotic internal geometry presenting high frequency and low amplitude.
Seismic model with a chaotic pattern with high frequency and low amplitude.
A slice of a chaotic pattern with low amplitude and high frequency.
Seismic image characterized by chaotic internal geometry with high frequency and low amplitude.
2D seismic model with a chaotic pattern presenting low amplitude and high frequency.
A 2D subsurface model presenting flaring reflection geometry with.
A seismic section characterized by thickening wedge pattern.
Slice presenting a divergent bedform geometry of.
Seismic section exhibiting flaring reflection geometry of.
Seismic section of diverging seismic pattern of.
A subsurface representation exhibiting a spreading stratigraphic unit with.
Slice characterized by a fanning reflection geometry.
2D seismic model containing a fanning reflection geometry.
2D section containing a divergent bedform geometry of.
A 2D subsurface model exhibiting a spreading stratigraphic unit of.
Section exhibiting diverging seismic pattern.
Slice exhibiting divergent foreset reflections presenting.
2D subsurface model exhibiting a divergent bedform geometry of.
Seismic model of a spreading stratigraphic unit.
A seismic image with a spreading stratigraphic unit with.
2D seismic model featuring a divergent bedform geometry with.
2D section exhibiting a fanning reflection geometry presenting.
A seismic model presenting a chaotic pattern of low amplitude and high frequency.
Seismic image exhibiting chaotic reflections with high frequency and low amplitude.
2D subsurface model with a chaotic pattern of low amplitude and high frequency.
Subsurface model characterized by undefined internal geometry presenting low amplitude and high frequency.
"2D subsurface model of a sigmoid with low amplitude, high frequency and low noise."
"A 2D section featuring progradational geometry with low amplitude, low noise and high frequency."
"A subsurface model of a clinoform presenting low amplitude, high frequency and low noise."
"A low amplitude, low noise and high frequency seismic section exhibiting a sigmoid."
"Seismic section with a sigmoid presenting low amplitude, low noise and high frequency."
"A seismic section featuring an oblique clinoform pattern presenting low amplitude, low noise and high frequency."
"Slice with a parallel geometry presenting high frequency, high noise and low amplitude."
"A seismic section with a tabular reflection pattern with low amplitude, high noise and high frequency."
"A section presenting a parallel geometry of low amplitude, high frequency and high noise."
"A section presenting continuous horizontal reflections with high frequency, low amplitude and high noise."
"2D subsurface model exhibiting a parallel-bedded strata presenting high noise, high frequency and low amplitude."
"A 2D section exhibiting a parallel-laminated unit presenting low amplitude, high noise and high frequency."
A subsurface model exhibiting chaotic internal geometry presenting low amplitude and high frequency.
Seismic model containing an undefined seismic structure of low amplitude and high frequency.
A section featuring undefined internal geometry presenting low amplitude and high frequency.
A low amplitude and high frequency section of undefined internal geometry.
Section of chaotic internal geometry presenting low amplitude and high frequency.
Low amplitude and high frequency seismic model characterized by a chaotic pattern.
A section with a fanning reflection geometry with.
Slice with differentially dipping reflectors with.
Subsurface model of diverging seismic pattern of.
A 2D section featuring differentially dipping reflectors presenting.
"Seismic model containing concordant seismic layering of high noise, low amplitude and high frequency."
"Section presenting laterally uniform bedding presenting high noise, high frequency and low amplitude."
